,,0,1,2,3,4,5,6
number_of_received_responses_under_comments_max,mean,0.00570300470912726,0.00175219937152637,0.0235860074023501,0.0136889066821284,0.00936807622170346,0.019714118087767,0.00616666795246903
number_of_received_responses_under_comments_max,median,0.00367647058823529,0.0,0.0183823529411765,0.0110294117647059,0.00735294117647059,0.0183823529411765,0.00367647058823529
number_of_received_responses_under_comments_max,q3,0.00735294117647059,0.00367647058823529,0.0257352941176471,0.0147058823529412,0.0147058823529412,0.0257352941176471,0.00735294117647059
number_of_received_responses_under_comments_max,max,0.0772058823529412,0.0845588235294118,1.0,0.132352941176471,0.0772058823529412,0.128676470588235,0.0772058823529412
number_of_own_post_responses_q3,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0
number_of_own_post_responses_q3,mean,0.000383124603960817,0.000115776160226081,0.053270480962727,0.0104010607403067,0.00912368864667192,0.0426396481571332,0.00787542524126691
number_of_own_post_responses_q3,median,0.0,0.0,0.0457256461232604,0.00397614314115308,0.00646123260437376,0.0347912524850895,0.00596421471172962
number_of_own_post_responses_q3,q3,0.0,0.0,0.0695825049701789,0.0173956262425447,0.0119284294234592,0.0606361829025845,0.0099403578528827
number_of_own_post_responses_q3,max,0.0278330019880716,0.0556660039761431,0.31610337972167,0.107355864811133,0.0646123260437376,1.0,0.115805168986083
number_of_words_in_posts_q3,min,0.0,0.0,0.0,0.0,1.65475244903362e-05,0.0,0.0
number_of_words_in_posts_q3,mean,0.000562896682145626,0.00158205097041634,0.00758374209863287,0.00413953645463529,0.00787253030995841,0.0131610746881676,0.0119484103478638
number_of_words_in_posts_q3,median,0.0,0.0,0.00630460683081811,0.00115832671432354,0.00663969420174742,0.00984577707175007,0.00848060630129733
number_of_words_in_posts_q3,q3,0.0,0.0,0.0101105374635954,0.00611637873974053,0.0102822180301827,0.015157532433148,0.0138295935927985
number_of_words_in_posts_q3,max,0.045373312152502,0.0446452210749272,0.0630295207836908,0.143384299708764,0.0956033227429177,0.318614310299179,1.0
number_of_words_in_comments_q3,min,0.0,0.0,0.000481618237277252,0.0,0.0,0.0,0.0
number_of_words_in_comments_q3,mean,0.0131967777832621,0.00927559209226386,0.00678943436875207,0.0104942452529571,0.00824265239576177,0.00977435146693001,0.00984368759730422
number_of_words_in_comments_q3,median,0.00935142077379997,0.00561887943490127,0.00626103708460427,0.00919088136137422,0.00674265532188152,0.00786643120886178,0.00738481297158452
number_of_words_in_comments_q3,q3,0.0154117835928721,0.0125220741692085,0.00890993738962915,0.01284315299406,0.0104350618076738,0.0136458500561888,0.0136859849092952
number_of_words_in_comments_q3,max,1.0,0.121207256381442,0.0365227163268582,0.0794670091507465,0.485390913469257,0.175469577781345,0.485390913469257
number_of_words_in_responses_to_posts_q3,min,0.0,0.0,0.0,0.0,0.0,0.000527101818501274,0.0
number_of_words_in_responses_to_posts_q3,mean,0.000726133669224406,0.00153185939546446,0.00932061126423348,0.00568581758603078,0.0095469939640907,0.0142470599643067,0.0144745558558544
number_of_words_in_responses_to_posts_q3,median,0.0,0.0,0.00966353333919002,0.00456821576034437,0.00918035667223052,0.0131775454625318,0.0113766142493192
number_of_words_in_responses_to_posts_q3,q3,0.0,0.0,0.0119476412193622,0.00966353333919002,0.0119476412193622,0.0159887551612053,0.0160766054642889
number_of_words_in_responses_to_posts_q3,max,0.039444786084512,0.0477905648774488,0.0898708600544672,0.118246507950452,0.0651409997364491,0.188351049811122,1.0
number_of_words_in_own_post_responses_q3,min,0.0,0.0,0.0,0.0,0.0,0.0,0.0
number_of_words_in_own_post_responses_q3,mean,0.000330489977802144,0.000162568939898741,0.00506282384191229,0.00424444310524708,0.00600782244804468,0.00833945345861513,0.0100120599823204
number_of_words_in_own_post_responses_q3,median,0.0,0.0,0.00450020455475249,0.00265921178235374,0.00484112914223374,0.00654575207963998,0.00709123141960998
number_of_words_in_own_post_responses_q3,q3,0.0,0.0,0.00681849174962498,0.00654575207963998,0.00750034092458748,0.0105686622119187,0.012273285149325
number_of_words_in_own_post_responses_q3,max,0.0295922541933724,0.0312286922132824,0.0331378699031774,0.136097095322515,0.0878221737351698,0.143733806082095,1.0
