posts_activity_time,frequency_of_posts_avg,frequency_of_posts_stddev,frequency_of_comments_q3,number_of_received_responses_to_post_max,number_of_received_responses_to_post_stddev,number_of_received_responses_to_post_avg,number_of_received_responses_to_post_q3,number_of_received_responses_under_comments_q3,number_of_received_responses_under_comments_max,number_of_own_post_responses_q3,number_of_words_in_posts_q3,number_of_words_in_comments_median,number_of_words_in_responses_to_posts_q3,number_of_words_in_own_post_responses_q3
-0.03015007912304652,-0.04069388984979393,-0.04116702147342286,0.02498524935105696,-0.021868942324866022,-0.020467771991343746,-0.02152951411959457,-0.017079303931082604,0.7976366416806164,0.60055312700784,-0.01263172193114217,-0.05382136592386147,-0.22565017951026795,-0.06901445766921717,-0.011060708119943476
-0.024389824500977472,-0.03956810095629668,-0.03829611537751683,-0.33948130544852784,-0.021665569194928035,-0.02012123760677901,-0.019955967285444895,-0.015130445303330044,-1.2016975004808508,-1.0149723010353238,-0.012719036149204456,-0.050030441490665566,-0.20385039905204663,-0.050790073272274895,-0.011069439354213093
7.836642292237726,12.112182742605015,11.102518187747703,-0.42742089088268725,46.216695059078745,40.81022067631986,26.931682419251594,6.766564391210266,-1.1208627202911206,-0.9530931440574228,0.9730000204454983,13.962825876089482,-0.9385493163768349,9.65356879392078,0.6019945164455528
0.7661666320570176,0.2046749692544528,1.535772415660116,-0.4346455239056545,60.71617259720189,142.21083796145774,543.9400967994194,704.2192698327165,-1.201697500531049,-1.0149723010722485,-0.012737455265313119,32.2080590656638,-0.9471386789116081,8.408125807693835,-0.011081897184757633
1.6962198023931916,8.580749333446498,7.4679263642048985,-0.1667989440543522,2.108252643500675,2.0459304455897196,2.773638410622665,3.017990875008992,0.7554391237761476,0.5337847609939672,58.25567455375579,10.976079917690685,-0.8178445608216668,11.589549604080313,60.48762072572802
-0.030150079121972713,-0.04069069431142832,-0.04116653021169237,4.1303268220953155,-0.02187051459001942,-0.02047116493833906,-0.02153877731020735,-0.01708965977822995,0.8105674424144966,2.047277284454238,-0.012334437503275791,-0.05383232353961614,-0.34605250759872747,-0.06904604358397902,-0.010800228698840189
0.2442844525933751,4.165625947182929,5.173697707173308,-0.4309569743890101,1.3312228246709474,1.5621218046355876,2.4886972735668578,2.7056750282941806,-1.1468035586676582,-0.9728290972653022,0.6171376408624557,10.473526019605478,-0.9377074399418042,12.987182677126786,0.2666445109974423
-0.030150079122190067,-0.04069924704062599,-0.04117847181079097,-0.32232395016583926,-0.021869680207069676,-0.020468980800961187,-0.021532350377249522,-0.01707928488118699,-0.4833210591267807,-0.4528115421907444,-0.012737455265291324,-0.05383947621098162,2.757868539015483,-0.06903533940906341,-0.011081897184696992
34.63700488970373,3.664475835977072,3.0541250243870532,-0.43084663473056534,1.4796269362238998,1.3787275796016425,1.5464241661050173,1.3332018312692921,-1.166447034855814,-0.9877533657176959,0.3950356561865909,4.318101895381232,-0.9413726999346509,4.925356546910304,0.12943614861175012
4.663927376248871,4.5633651496040635,6.360916164063532,-0.43402762766026903,123.0040553235912,155.5672824371184,121.38872516126233,29.638798782487246,-1.175771872000157,-0.9951261898586159,0.405311278452832,17.085417301822385,-0.9471386789116069,8.58039681190504,0.309366576717753
4.219564458630044,26.677425390679236,22.12456072328861,-0.43022302687264424,6.448864853451554,3.8720051969152687,3.336923503833091,3.1147265795901466,-1.1200516787767802,-0.9524722904464673,1.022996150440354,8.265019488514193,-0.9400942424939713,10.127850157606641,0.4504322914638164
