number_of_posts,posts_activity_time,number_of_comments,frequency_of_posts_stddev,number_of_received_responses_to_post_max,number_of_received_responses_to_post_stddev,number_of_received_responses_to_post_avg,number_of_received_responses_to_post_q3,number_of_received_responses_under_comments_q3,number_of_received_responses_under_comments_max,number_of_own_post_responses_q3,number_of_words_in_posts_q3,number_of_words_in_comments_avg,number_of_words_in_responses_to_posts_avg,number_of_words_in_own_post_responses_avg
-0.04069412721408638,-0.03014392936678422,0.023790207293814262,-0.041167974512057816,-0.02186899160864817,-0.020467551913926366,-0.02152907221568385,-0.017078627588143325,0.7980920343835259,0.6041098850865332,-0.012643982891487096,-0.053823509799875116,-0.1790830685474066,-0.06966086185496606,-0.010998396858346825
0.20467974376869882,0.7661666320570176,-0.43577105951175005,1.535772415660116,60.71617259720189,142.21083796145774,543.9400967994194,704.2192698327165,-1.201697500531049,-1.0149723010722485,-0.012737455265313119,32.2080590656638,-1.0357418127266627,9.074010346796603,-0.011021115225699887
12.21647790709002,7.830999279731285,-0.4317464451651615,11.23197377315838,47.137625081384385,41.57828341673827,27.32833551025577,6.79954619710147,-1.1260721193807512,-0.9570809476150426,0.885373465409275,14.02626286710671,-1.0266664644166095,9.991082142539412,0.46139046630526964
-0.03974293848522664,-0.02439686534082145,-0.3354549362767514,-0.0387205996439003,-0.021705429407310413,-0.020187809790250914,-0.020202403770411836,-0.015437091358473648,-1.2016975004810746,-1.0149723010355887,-0.012737455264962928,-0.05055362366065939,-0.27266132091027906,-0.05273678437885666,-0.011021115225703175
3.700125879126858,0.24519842828114508,-0.4337363645561979,4.764868114270528,1.2124547568534867,1.4783123986674345,2.4276187093271604,2.653253079184537,-1.1520694062683716,-0.9768589671795613,0.5488181717741442,10.32381214867241,-1.0264512370620185,12.965350467691493,0.2347170186729202
8.602661537510823,1.7608315081380423,-0.3748664644985409,7.475404117375948,2.2179120215705765,2.1609309619003763,2.824337389088003,2.993587390444802,0.7511655415982849,0.5284089988903001,57.2307728733961,10.921661577670907,-0.8953240305399703,11.435028105399535,58.30986654551255
-0.0406992367494253,-0.030150079122189397,-0.31374842347100623,-0.04117839740338574,-0.02186967527582055,-0.020468968337627732,-0.02153230953151365,-0.017079222427044512,-0.5243018900668113,-0.488210041237279,-0.012737455265289995,-0.05383934265628891,2.6873771336342593,-0.06969609427232223,-0.011021115225663633
24.037221438944176,3.0672473353945655,-0.43345032130230193,19.904749794292165,6.0347393258769815,3.7574721956027557,3.3022076482744454,3.0834256363989447,-1.1196805614051557,-0.9521881994890974,0.9771937087658293,8.212195580420573,-1.0268724668748228,10.31121306339811,0.426744140400295
4.197974558891889,34.757503796945805,-0.43341408661754494,3.3879071146780713,1.5951369713171288,1.441301782145647,1.5926770644841886,1.3687129158181868,-1.1679132154643945,-0.9891103753756627,0.36908721487590873,4.3868918129403065,-1.0297778191078972,5.068350647963403,0.13468157266696237
-0.04069011181014178,-0.03015007912195507,4.262079200965695,-0.04116514843427842,-0.021870499904315045,-0.020471131382727655,-0.021538632763874223,-0.017089464678193396,0.8105899646820733,2.063141369502043,-0.012315377353649236,-0.05383051879201303,-0.17974375589521158,-0.0697099429861168,-0.010702836782710988
235.83360461230689,-0.030150079121961455,-0.43577105951175005,403.6581708307428,1.6590799390320163,1.0125842744513922,0.5918500525778889,0.2225388715352733,-1.201697500531049,-1.0149723010722485,-0.012737455265313119,9.394207622030914,-1.0357418127266627,11.209467654661015,-0.011021115225699887
4.308619754836063,4.251494846202704,-0.4357710595117493,6.218483252344223,124.1854189013291,160.9994779249182,128.29390073207534,32.13734198086126,-1.1731417357723848,-0.9931128162572322,0.44772201955467267,17.213857373176566,-1.0357418127266629,8.985707823724795,0.379243837421021
